customer_id,trans_date,tran_amount
CS6068,19-Jul-12,57
CS1710,11-May-13,71
CS3118,21-Aug-14,69
CS4269,30-Nov-13,92
CS5980,21-Aug-13,56
CS5355,12-Jan-14,70
CS2552,25-Dec-13,79
CS4170,15-Nov-14,96
CS4021,07-Jul-14,86
CS1128,05-Nov-11,84
CS4322,17-Dec-12,85
CS4131,10-Apr-12,96
CS2691,06-Mar-13,87
CS1467,26-Jul-13,37
CS5150,29-Sep-11,103
CS4948,07-Nov-11,63
CS1438,21-Sep-11,98
CS1668,24-Mar-14,43
CS1263,13-Jan-14,55
CS1315,02-Feb-13,36
CS5744,12-Jan-15,72
CS5436,18-Aug-14,91
CS2106,01-Jul-14,73
CS4454,07-Sep-14,87
CS1293,01-Jan-15,93
CS4868,09-Sep-14,79
CS2199,05-Mar-14,84
CS4498,01-Jul-14,74
CS5734,18-Jan-15,66
CS1312,12-Oct-11,68
CS2672,07-Jun-14,96
CS5730,29-Apr-12,57
CS2005,01-Aug-11,84
CS5073,16-Feb-14,100
CS3384,20-Sep-14,97
CS4970,07-Mar-12,68
CS3849,15-Mar-14,92
CS4415,10-Dec-11,60
CS2516,06-Apr-13,92
CS5794,30-Oct-11,94
CS3033,04-Aug-13,86
CS5824,27-Feb-13,66
CS1402,09-Nov-12,64
CS2199,07-Oct-14,39
CS5076,09-Aug-11,50
CS4714,09-Aug-12,74
CS1269,15-Jul-12,45
CS3022,23-Feb-12,96
CS5480,23-Jan-12,62
CS5531,19-Jun-11,60
CS3288,05-Apr-13,67
CS3796,09-Jul-11,65
CS2048,01-Dec-12,74
CS1307,31-Jul-12,80
CS5872,21-Dec-13,88
CS2669,10-Feb-12,48
CS4144,09-Aug-11,74
CS1297,11-Jan-15,71
CS1925,20-Sep-14,89
CS5421,21-May-12,67
CS3409,07-Nov-11,39
CS3391,18-Aug-11,84
CS3794,20-Nov-13,72
CS2615,26-Dec-13,45
CS1802,15-Feb-12,71
CS2290,16-Jan-14,59
CS4273,29-Jul-14,90
CS1524,02-Sep-12,35
CS3537,08-Feb-14,70
CS1802,28-Mar-13,87
CS2133,01-Jan-15,72
CS5865,01-Apr-13,42
CS1256,26-Aug-11,77
CS5507,22-Nov-12,78
CS4015,08-Aug-14,96
CS4717,11-Dec-13,42
CS3233,01-Feb-13,44
CS3777,30-Mar-13,91
CS4233,19-Jun-13,85
CS1143,26-Sep-11,91
CS1452,18-Feb-12,60
CS1561,26-Jan-13,88
CS3712,06-Apr-12,52
CS5053,02-Feb-12,65
CS3847,04-Feb-12,95
CS4955,06-Oct-11,91
CS5043,12-Feb-12,47
CS4119,27-May-13,99
CS3726,10-Jul-14,84
CS3707,30-Jan-12,98
CS4136,14-Oct-13,43
CS2430,15-Mar-13,90
CS2359,30-Nov-13,57
CS5239,24-Sep-11,70
CS5354,28-Aug-13,78
CS1274,03-Jun-13,50
CS5522,14-Apr-14,67
CS3976,03-Jun-12,46
CS3240,29-Jul-14,48
CS2757,25-Aug-12,59
CS5287,22-Dec-13,44
CS1527,09-Jan-14,45
CS2743,20-Jul-13,50
CS5096,18-Sep-12,68
CS1508,25-Apr-12,65
CS4649,09-Oct-14,84
CS5968,21-Nov-13,52
CS2198,16-Feb-13,80
CS1598,03-Jun-11,36
CS5449,01-Jun-14,36
CS1751,23-Dec-11,42
CS3836,29-Nov-13,102
CS2585,01-Aug-11,101
CS1800,11-Feb-15,70
CS4875,27-Dec-12,99
CS1571,11-Mar-12,37
CS4942,22-Feb-12,85
CS5012,04-Oct-13,54
CS3090,26-Dec-14,60
CS5417,03-Aug-13,58
CS2329,10-Sep-12,94
CS1929,26-Jun-14,103
CS3785,06-Aug-11,88
CS5916,24-Sep-12,91
CS2140,17-Nov-14,78
CS4538,04-Sep-13,73
CS1279,12-Jan-14,51
CS3216,18-Nov-11,100
CS4594,08-Jun-14,58
CS2452,16-Feb-13,60
CS2694,19-Feb-13,35
CS3989,09-Aug-11,75
CS4828,29-May-14,52
CS5843,27-Sep-14,68
CS3449,27-May-11,48
CS1219,10-Jun-13,52
CS4746,04-Sep-12,60
CS1575,10-Dec-14,60
CS5482,16-Aug-11,77
CS4030,18-Sep-13,87
CS2485,09-Nov-14,87
CS4571,04-Jan-12,90
CS3709,15-May-14,89
CS2362,27-Apr-13,74
CS3081,06-Feb-13,42
CS5349,13-May-14,58
CS5212,22-Aug-14,51
CS1980,28-Feb-12,100
CS5313,24-Sep-12,65
CS4214,20-Jun-13,78
CS2348,29-Jul-13,51
CS4758,10-May-13,64
CS6110,12-Sep-12,45
CS5461,04-Aug-14,63
CS2375,24-Aug-13,72
CS6089,25-Oct-12,42
CS2079,30-Mar-13,61
CS4106,20-Mar-13,40
CS1794,07-Dec-12,101
CS1675,14-Sep-13,89
CS6047,11-Sep-14,62
CS3042,25-Oct-12,93
CS1740,25-Apr-13,83
CS3606,01-Feb-12,38
CS3039,04-Nov-12,40
CS5236,19-Aug-12,57
CS5063,13-Nov-11,75
CS1491,19-Dec-14,94
CS3281,02-Jul-14,72
CS2322,31-Dec-14,97
CS2144,09-Dec-13,43
CS1343,24-May-12,65
CS3445,12-Jan-13,66
CS3828,22-Sep-11,47
CS3012,31-Aug-11,45
CS1624,06-Sep-13,69
CS2459,25-Jun-11,105
CS3909,07-May-13,68
CS3801,10-Jan-14,73
CS1772,22-Oct-14,47
CS1904,17-Jan-14,47
CS4773,29-Jun-14,78
CS5672,12-Jun-12,39
CS2651,20-Apr-12,71
CS6059,23-Sep-13,81
CS3357,14-Jun-14,71
CS3504,02-Nov-12,37
CS4323,06-Nov-11,50
CS1140,25-Aug-11,69
CS4497,10-Jul-12,73
CS3377,01-Feb-13,89
CS3860,03-Aug-14,68
CS5798,28-Dec-11,63
CS4875,11-Oct-12,98
CS4368,07-Feb-15,47
CS3464,26-May-13,96
CS3315,24-Nov-12,56
CS2208,12-Jun-13,46
CS2405,15-Jul-11,48
CS6016,11-Jan-12,63
CS5647,09-May-14,42
CS4443,23-May-14,38
CS1891,11-May-14,84
CS5096,18-Apr-12,47
CS4350,06-Mar-12,70
CS1502,05-Feb-12,92
CS2016,26-May-14,43
CS1331,04-Dec-14,95
CS2549,26-Dec-11,86
CS5098,23-May-14,76
CS1740,13-Dec-14,58
CS5042,21-Aug-13,101
CS4555,21-Dec-14,48
CS5725,22-Nov-11,45
CS2662,14-Sep-13,64
CS4699,19-Oct-12,71
CS4502,16-Feb-12,104
CS1687,09-Oct-13,99
CS2239,29-Jan-13,101
CS1926,26-Jun-13,71
CS5865,14-Nov-12,42
CS1364,30-May-14,105
CS1249,18-Jul-14,70
CS4573,07-Oct-12,62
CS2951,14-Apr-14,85
CS2246,05-Mar-13,68
CS5299,05-Nov-13,53
CS5794,04-Dec-11,98
CS1697,08-Feb-14,48
CS4447,06-Oct-11,87
CS2516,21-Jan-14,56
CS5697,05-Sep-12,98
CS2912,25-Sep-14,71
CS3431,05-May-13,76
CS2268,16-Jul-12,94
CS5595,19-Nov-12,60
CS4407,22-Nov-11,91
CS4750,01-Mar-13,59
CS4298,20-Oct-14,41
CS5273,20-Dec-13,43
CS5089,18-Jan-15,64
CS3930,19-Jun-12,66
CS4471,20-May-13,82
CS2913,29-May-12,35
CS1154,24-May-12,50
CS5921,20-May-12,92
CS2664,04-Aug-14,35
CS3875,11-Jul-13,92
CS4616,22-Dec-12,86
CS1800,01-May-14,95
CS2342,06-Sep-13,92
CS3527,25-Feb-14,86
CS3740,15-Jan-13,45
CS5190,13-Aug-11,63
CS4661,16-Jan-13,60
CS2999,18-Oct-14,104
CS3322,18-Jan-13,90
CS2931,04-Apr-13,78
CS2669,24-Mar-13,60
CS1728,16-Jul-12,42
CS5198,29-Jun-12,85
CS2358,21-Jul-14,103
CS3276,28-Nov-14,46
CS5722,24-Dec-14,102
CS2776,20-Mar-14,85
CS2446,04-Jan-13,40
CS4779,02-Jul-12,83
CS2825,28-Aug-13,97
CS5525,19-Oct-13,56
CS4535,07-Oct-13,86
CS3148,16-May-11,82
CS2722,24-Feb-12,65
CS2057,09-Jun-14,45
CS3970,09-Mar-15,105
CS1270,22-Sep-13,81
CS1597,06-Jun-14,52
CS2812,28-May-12,89
CS2606,30-Jan-12,69
CS1208,23-Aug-14,59
CS5176,25-Apr-14,84
CS2803,28-Jun-11,70
CS1352,04-Dec-12,54
CS4496,21-Feb-15,69
CS5510,09-Apr-13,61
CS4077,28-Jan-12,70
CS2333,27-Apr-14,89
CS5456,10-Jun-11,96
CS3803,10-Mar-13,64
CS5111,20-Jun-14,105
CS2662,30-May-11,70
CS2590,25-Jul-14,50
CS3141,03-Oct-13,45
CS5565,10-Jul-14,104
CS3084,26-May-12,64
CS3426,03-Dec-11,76
CS5891,23-Jul-14,84
CS2641,07-Jul-13,46
CS3573,20-May-14,63
CS1223,22-Jan-15,43
CS4748,09-May-14,59
CS4605,27-Oct-12,88
CS1934,01-Jun-12,105
CS5570,06-Jul-11,76
CS3122,10-Jul-14,47
CS5392,08-May-12,59
CS5220,11-Feb-14,53
CS1157,25-Feb-15,64
CS5664,25-Apr-13,37
CS2671,20-Oct-11,35
CS4700,23-Oct-14,47
CS4655,01-Nov-11,102
CS5708,10-Jul-14,79
CS5474,01-Jul-12,48
CS3604,25-May-14,58
CS5505,02-Jun-14,60
CS2374,17-Nov-11,62
CS3502,26-Sep-12,73
CS6100,02-Sep-11,89
CS5024,13-Apr-14,47
CS4683,08-Jun-12,62
CS1348,29-Jul-11,93
CS5166,18-May-12,39
CS5860,16-May-13,99
CS5453,07-Feb-12,104
CS2188,27-Aug-11,74
CS2103,08-Feb-12,75
CS3819,07-Aug-11,49
CS5147,22-Sep-13,36
CS4306,15-Feb-14,36
CS5386,19-Dec-12,60
CS4993,09-Dec-12,36
CS1871,18-Apr-12,42
CS1860,05-Mar-12,55
CS1728,06-Nov-14,75
CS3166,02-Mar-15,94
CS4432,10-Jul-14,46
CS1585,30-Aug-11,86
CS1823,11-Jul-14,72
CS2153,25-Jul-13,43
CS4058,19-Sep-12,92
CS5069,08-Jun-12,91
CS5876,21-Dec-14,102
CS3596,10-Jan-12,57
CS4096,05-Feb-14,53
CS2167,13-Dec-13,74
CS5078,17-Sep-13,71
CS3756,08-Dec-14,81
CS2704,02-Nov-14,40
CS4279,12-Nov-11,83
CS3310,04-Dec-12,87
CS4458,21-Aug-12,53
CS2931,14-Jun-11,102
CS3876,28-Oct-14,76
CS3323,13-Apr-12,49
CS3168,07-Sep-12,78
CS1699,26-Aug-13,72
CS2919,03-Apr-13,96
CS4361,28-Feb-13,37
CS5521,27-Jul-14,87
CS3403,12-Apr-12,81
CS5555,18-Jan-12,81
CS3164,03-Jul-13,62
CS3291,06-Sep-11,62
CS3313,20-Jun-14,67
CS3573,20-May-11,65
CS5226,17-Aug-14,87
CS1667,05-Aug-11,38
CS2128,02-May-14,52
CS1510,05-Jul-13,73
CS4842,22-Aug-12,104
CS1936,07-Jan-13,42
CS3517,26-Aug-11,81
CS5525,13-May-12,104
CS2806,11-Oct-12,59
CS4209,22-Nov-11,48
CS2520,17-Jul-12,46
CS1769,11-Jul-14,93
CS2906,06-Aug-11,63
CS2082,26-Feb-12,65
CS3693,21-Oct-12,45
CS4201,26-Oct-14,104
CS3037,04-Jun-12,73
CS3509,24-Aug-11,73
CS3610,05-May-13,71
CS3122,22-Jan-13,65
CS3858,11-Dec-13,69
CS5953,22-Jul-14,51
CS5385,10-Apr-14,55
CS3466,01-Jul-11,52
CS3339,02-Oct-11,48
CS3527,03-Aug-14,42
CS4429,17-Sep-14,78
CS3534,12-Dec-14,97
CS1223,27-Mar-12,90
CS6080,05-Mar-14,58
CS4588,22-May-12,95
CS2439,25-Apr-12,37
CS2846,25-Jan-13,74
CS2016,27-Feb-13,89
CS3713,23-Jan-15,78
CS5601,21-Aug-13,100
CS1366,03-Jun-13,44
CS1694,10-Feb-12,48
CS5978,03-Apr-13,79
CS5278,05-Oct-14,68
CS2362,05-Sep-11,45
CS2354,12-Nov-14,69
CS4095,10-Jan-15,38
CS1458,23-Aug-14,105
CS3993,26-Feb-14,80
CS2544,24-Feb-14,68
CS5460,16-Dec-14,78
CS5683,24-Nov-11,58
CS2955,16-Oct-11,42
CS4297,31-Mar-13,43
CS1322,12-May-13,78
CS5025,11-Oct-12,90
CS4501,15-Jul-13,55
CS2153,20-Dec-12,83
CS5450,12-Jul-13,98
CS1161,14-Feb-12,91
CS2485,20-Mar-14,70
CS4516,28-Jan-12,82
CS4611,25-Sep-11,60
CS1866,15-Sep-12,49
CS4168,27-Sep-12,86
CS3362,05-Mar-13,77
CS4878,22-Sep-13,43
CS1327,20-Jul-14,73
CS2754,28-May-12,46
CS3554,23-Oct-14,91
CS2080,10-Sep-13,93
CS4872,22-Jan-12,80
CS4348,11-Oct-13,87
CS1712,19-May-11,55
CS3746,23-Jan-12,78
CS2433,12-Apr-13,46
CS5338,12-Jul-12,60
CS3715,22-Oct-11,77
CS2871,23-Oct-12,102
CS5066,15-Jun-12,55
CS5552,28-May-11,82
CS4751,24-Feb-14,98
CS4724,21-Jun-13,51
CS1771,23-Apr-14,49
CS3029,04-Aug-12,37
CS2229,02-Sep-13,68
CS6023,22-Jul-13,44
CS2392,05-Jul-14,78
CS5781,20-Jan-13,68
CS2264,13-Jun-11,47
CS3154,30-Nov-13,61
CS5809,07-Feb-12,60
CS4424,27-Apr-13,71
CS2433,21-Jul-14,42
CS2543,25-Aug-11,101
CS5151,18-Jul-13,39
CS5019,14-Apr-12,69
CS4057,11-Apr-14,45
CS5142,08-Mar-15,88
CS3695,18-Sep-12,92
CS1389,25-Feb-15,74
CS3761,05-Jun-11,37
CS2317,14-Dec-13,71
CS5772,28-Jun-12,50
CS5275,11-Dec-11,72
CS5754,15-Jan-12,56
CS1208,30-Sep-14,50
CS3339,06-Jun-12,75
CS3368,21-May-11,66
CS2035,30-Jul-12,82
CS3387,08-Nov-12,102
CS3060,13-Apr-13,46
CS3065,12-Nov-11,43
CS3588,09-Jan-15,56
CS3444,18-Nov-11,70
CS2689,16-Jun-14,99
CS2915,10-Jul-14,103
CS4942,11-Mar-13,38
CS2561,08-Aug-13,70
CS2944,06-Jul-14,97
CS4080,15-Aug-14,39
CS6076,16-Aug-11,80
CS1807,06-Dec-11,40
CS3077,27-Nov-14,38
CS3770,17-Jun-12,86
CS1351,21-Dec-11,74
CS2333,05-Nov-14,68
CS1575,24-Dec-12,73
CS3250,02-Feb-12,105
CS1276,22-Feb-14,67
CS4872,30-Jul-12,53
CS3503,15-Nov-14,91
CS1588,08-Aug-13,58
CS1696,07-Oct-14,93
CS3943,12-Feb-13,59
CS5723,11-Feb-14,102
CS2397,06-Feb-12,85
CS3121,29-Oct-13,100
CS1376,19-May-13,101
CS2296,26-Jun-14,62
CS2651,26-Dec-11,57
CS1577,07-Jun-12,48
CS5890,12-Nov-13,41
CS1876,28-Jan-12,91
CS1903,10-Dec-12,95
CS5437,18-Mar-13,91
CS4532,14-Jan-12,97
CS5508,01-Aug-14,37
CS4223,20-Jun-13,81
CS3352,10-May-13,43
CS2092,15-Oct-13,77
CS3100,30-Sep-11,49
CS1617,16-Jan-12,54
CS1894,27-Jun-12,51
CS1688,10-Mar-12,96
CS3970,05-Nov-11,49
CS5967,17-Feb-14,79
CS4194,28-Jul-13,92
CS2351,15-Dec-11,67
CS4971,21-Feb-15,46
CS2614,17-May-11,74
CS2694,29-Oct-12,54
CS5511,08-Jan-15,52
CS5329,02-Nov-13,36
CS4650,25-Sep-11,82
CS3094,17-Oct-11,37
CS2827,31-May-11,42
CS2430,22-Aug-14,53
CS4607,23-Feb-13,37
CS4220,22-Feb-12,53
CS1911,26-May-12,84
CS1594,12-Apr-13,41
CS3884,09-Dec-13,97
CS1646,15-Jun-13,86
CS3563,26-Feb-15,57
CS4136,26-Jun-12,81
CS5307,01-May-12,91
CS4366,10-May-12,51
CS4933,18-Sep-13,86
CS1797,11-Sep-12,84
CS4647,04-Sep-11,51
CS4992,27-Dec-11,91
CS3635,27-Oct-12,75
CS5944,01-Dec-13,42
CS3772,19-Dec-11,79
CS5202,16-Jun-13,100
CS3868,11-Aug-14,67
CS2151,21-Dec-14,99
CS1604,01-Mar-15,45
CS2900,07-Aug-14,72
CS4378,03-Mar-15,95
CS4154,23-Aug-13,67
CS3668,05-Jun-12,92
CS1231,17-Dec-11,40
CS4865,31-Aug-11,95
CS4332,14-May-13,59
CS2594,06-Jan-12,96
CS6054,25-Dec-12,57
CS1743,15-Aug-12,41
CS4887,21-Apr-12,87
CS4990,02-Jul-13,91
CS1367,19-Oct-11,65
CS2437,09-Aug-11,86
CS2872,01-May-14,83
CS5645,25-Jun-14,81
CS5570,06-Mar-13,69
CS1468,01-Dec-13,60
CS2787,12-Dec-12,81
CS2849,09-Jan-15,43
CS1962,09-Jul-12,85
CS2458,26-Apr-14,81
CS5154,24-Oct-11,54
CS5092,30-Oct-12,53
CS5001,30-Oct-14,56
CS1169,09-Jan-12,92
CS4128,23-Jan-15,89
CS3270,13-Mar-15,97
CS4603,17-Jan-13,76
CS2302,01-Jul-12,49
CS2957,21-Jun-14,88
CS3859,21-Aug-12,88
CS1522,22-Mar-13,49
CS2966,08-Dec-12,52
CS4036,16-Dec-14,66
CS4742,28-Sep-12,59
CS3760,30-Jun-11,85
CS4412,21-Jan-13,74
CS2853,09-Mar-13,71
CS4755,27-Jul-12,58
CS5384,04-Feb-15,55
CS5425,10-Dec-13,76
CS1325,05-Jul-13,57
CS4065,24-Dec-12,86
CS4068,19-May-12,52
CS3649,19-Jul-14,80
CS2709,11-Oct-11,70
CS5060,15-Aug-14,46
CS2361,12-Dec-11,37
CS1480,04-Nov-14,62
CS2359,12-Feb-15,74
CS3504,28-Jun-11,100
CS2494,12-Dec-12,90
CS3771,08-Aug-14,39
CS2769,06-Jul-12,52
CS4825,12-Nov-14,44
CS5977,19-Nov-13,66
CS5288,16-Feb-15,50
CS2120,07-Jan-13,42
CS5485,28-Feb-15,80
CS5861,21-Dec-11,36
CS2090,09-Oct-14,86
CS5666,09-Nov-14,81
CS2110,13-Nov-14,46
CS3414,10-Jun-13,82
CS4709,19-Jan-13,90
CS5378,03-Feb-12,43
CS4046,11-Oct-11,77
CS1845,29-Mar-13,72
CS4231,04-Mar-15,101
CS5490,29-Jul-12,83
CS3124,26-Jul-13,100
CS6036,20-Apr-12,55
CS4612,26-Mar-14,56
CS4020,21-Dec-12,86
CS2891,28-Sep-14,78
CS1353,15-Oct-11,47
CS5255,11-Nov-13,82
CS3138,02-Jun-11,72
CS4571,18-Jan-12,100
CS1318,08-Apr-13,94
CS1312,26-Feb-15,101
CS6002,12-Nov-12,51
CS5529,14-Feb-13,48
CS3991,27-Dec-14,104
CS2864,12-Dec-11,84
CS3799,11-Jun-11,105
CS4594,11-Oct-13,91
CS5649,04-Mar-14,104
CS1947,25-Jun-11,42
CS5687,06-Sep-14,41
CS5665,27-Oct-14,61
CS5305,07-Sep-11,44
CS5266,16-Apr-13,56
CS2599,19-Aug-13,51
CS5662,20-Apr-13,100
CS5166,10-Jan-13,98
CS2905,02-Oct-11,52
CS1714,20-Dec-14,91
CS5010,12-Nov-12,95
CS4517,05-Aug-11,88
CS1820,13-Feb-14,88
CS2245,11-May-14,77
CS5497,25-Jun-11,72
CS2079,08-May-13,46
CS3149,08-Mar-12,43
CS2638,29-Dec-13,50
CS5414,21-Dec-13,48
CS3313,14-Jun-13,85
CS1288,08-Aug-13,73
CS3300,26-Aug-11,55
CS2983,14-Oct-14,81
CS5907,06-Mar-12,39
CS1933,14-May-12,100
CS3780,09-Mar-12,61
CS3145,16-Jul-11,79
CS4252,02-Apr-13,53
CS4760,14-Jan-12,82
CS5184,07-Nov-13,79
CS5628,02-May-14,44
CS1498,09-Aug-14,85
CS2084,26-Mar-14,47
CS1331,22-Feb-15,105
CS3461,13-Dec-14,84
CS3970,06-Apr-13,99
CS3796,03-Jan-15,97
CS5937,03-Jun-12,96
CS3420,11-Mar-15,81
CS1659,25-May-14,84
CS2701,24-May-13,38
CS1364,06-Sep-11,89
CS4279,19-Dec-12,95
CS4616,11-Jan-13,86
CS2570,13-Dec-11,92
CS2497,17-Aug-12,90
CS1708,07-May-14,90
CS4839,22-Apr-13,53
CS5031,11-Oct-11,55
CS5134,10-Aug-11,39
CS3598,26-Jun-13,53
CS3992,27-Jul-12,62
CS3092,03-Sep-13,35
CS4054,14-May-14,70
CS2822,28-Dec-12,75
CS4963,28-Feb-12,35
CS3119,05-Oct-11,102
CS5984,30-Jan-14,89
CS4200,26-Jan-12,55
CS2727,24-Nov-12,53
CS1384,04-Aug-12,63
CS4773,23-Oct-11,83
CS5010,07-Apr-12,70
CS2989,02-Jan-12,53
CS3276,10-Jan-12,75
CS1859,05-Jan-14,71
CS5825,25-Oct-13,93
CS4905,31-May-12,98
CS1768,07-Dec-13,104
CS2543,11-Dec-12,102
CS6029,23-Apr-13,54
CS5748,12-Dec-13,58
CS3188,31-Aug-14,50
CS4169,20-Dec-13,86
CS5570,28-Aug-11,37
CS4651,29-Apr-12,45
CS4589,31-Jan-12,48
CS1312,13-Aug-11,92
CS4780,13-Feb-12,50
CS4661,14-Feb-15,43
CS3094,15-Jun-11,78
CS1831,14-May-13,38
CS1191,02-Mar-12,48
CS4354,01-Feb-15,66
CS3172,01-Jul-13,43
CS2019,15-Apr-14,54
CS2933,28-Dec-11,97
CS2748,01-Oct-11,105
CS5928,21-Aug-14,51
CS4365,28-Jan-12,55
CS3859,13-May-13,54
CS3013,05-Jul-11,76
CS4112,18-Jul-13,76
CS2764,19-Jan-15,98
CS1565,13-Feb-14,101
CS1562,02-Jul-12,73
CS6088,24-Apr-14,61
CS5451,17-Jul-11,50
CS1830,05-Nov-13,46
CS1544,14-Jan-12,52
CS3448,03-Feb-15,102
CS1530,09-Apr-13,37
CS3944,07-Aug-12,62
CS3663,17-Dec-13,75
CS1400,07-Sep-14,73
CS3564,21-Jul-14,50
CS3847,10-Jan-12,58
CS3809,28-Sep-12,70
CS4944,24-Oct-13,72
CS3635,04-May-12,53
CS1747,25-Jun-11,40
CS5030,29-Nov-12,86
CS5930,03-Dec-12,63
CS2685,27-Apr-12,93
CS1479,02-Oct-12,52
CS3348,22-Jan-13,63
CS2416,29-Jul-14,73
CS2127,05-Dec-12,84
CS3787,23-Apr-14,97
CS5013,12-Dec-11,81
CS3144,29-Sep-13,38
CS1522,04-Feb-14,48
CS3622,31-Oct-14,65
CS4014,28-Jul-12,58
CS1805,24-Jun-12,45
CS2254,13-Apr-13,70
CS3068,25-Sep-12,43
CS2849,31-Mar-12,50
CS2140,19-Feb-12,100
CS3098,07-Nov-13,91
CS3661,05-Mar-15,39
CS1538,27-Sep-11,48
CS2482,04-Dec-11,52
CS3894,01-Apr-13,99
CS1805,06-Sep-12,43
CS5689,21-Aug-11,54
CS1777,07-Jul-14,101
CS2499,29-Sep-13,82
CS4023,14-Feb-15,102
CS4951,11-Dec-14,68
CS1785,26-Jul-14,98
CS5427,18-May-14,40
CS3321,26-Jan-13,66
CS4153,22-Feb-13,52
CS4426,11-Oct-12,84
CS1546,29-Jun-12,104
CS3881,10-Feb-14,51
CS5722,07-Apr-14,82
CS1419,16-Mar-15,39
CS2079,08-Aug-12,74
CS4579,29-Oct-12,105
CS2954,28-May-12,95
CS6062,03-Aug-13,45
CS1141,30-May-12,66
CS5732,13-Jul-11,60
CS1185,14-Dec-13,68
CS5155,09-Sep-13,75
CS2098,31-Aug-11,67
CS1497,20-Jan-12,45
CS5260,29-Jan-13,73
CS4629,27-Apr-12,40
CS2002,31-Dec-13,90
CS3249,02-Dec-13,60
CS5988,20-Sep-11,84
CS3484,22-Nov-11,41
CS2804,03-Jul-11,52
CS1532,05-Apr-13,77
CS2757,15-Jun-13,93
CS3304,26-Jan-12,88
CS4048,06-Apr-14,90
CS1630,14-Nov-13,61
CS4903,09-Jul-14,52
CS2767,11-Dec-13,76
CS6082,22-Jan-13,44
CS5041,07-Jun-11,88
CS4546,10-Dec-14,42
CS3453,11-Jun-13,62
CS3785,07-Jun-12,67
CS3908,26-Dec-11,82
CS2658,29-Apr-14,91
CS4472,14-Mar-15,83
CS2081,13-Oct-13,48
CS3224,04-Jan-13,81
CS2607,25-Sep-14,47
CS1237,03-May-12,89
CS4765,09-Nov-14,80
CS3617,21-Mar-14,96
CS4192,24-Oct-14,85
CS1904,05-Jun-11,62
CS4661,13-Apr-13,91
CS3783,04-Mar-14,81
CS4045,22-Oct-11,96
CS2879,16-Jan-14,99
CS5798,22-Apr-13,90
CS5866,06-Dec-11,61
CS6059,28-Oct-11,41
CS4464,12-Jan-13,103
CS5101,07-Jun-13,37
CS3384,01-Nov-12,73
CS4170,26-May-12,61
CS3291,25-Jun-12,91
CS4731,11-Mar-15,81
CS5903,07-Apr-14,103
CS1556,07-Feb-14,42
CS1145,11-Nov-13,101
CS2929,22-Feb-12,103
CS1605,11-Dec-14,69
CS5756,30-Nov-11,96
CS3327,12-Apr-12,73
CS3747,06-Mar-15,48
CS4779,08-Jun-13,56
CS5025,30-May-13,56
CS2596,02-Sep-14,64
CS5805,21-Apr-12,56
CS3964,31-May-11,35
CS2060,18-Mar-14,59
CS1728,08-Jun-11,100
CS2809,01-Mar-14,63
CS4108,25-Jul-12,42
CS3884,27-Dec-12,54
CS3499,21-Jul-13,68
CS4345,07-May-12,76
CS3198,03-Nov-11,104
CS4082,04-Mar-14,101
CS3302,24-Sep-14,81
CS1430,16-May-13,72
CS4894,23-Dec-14,35
CS1640,02-Jan-14,88
CS1718,08-Jan-14,89
CS2138,09-Oct-14,99
CS5714,12-Feb-15,60
CS3481,10-Jun-14,86
CS6016,26-Apr-14,43
CS1733,03-Nov-12,89
CS4332,03-Sep-11,70
CS5522,20-Feb-14,100
CS2005,21-Sep-12,61
CS5836,17-Oct-13,86
CS1529,17-Sep-14,60
CS4573,20-Mar-13,98
CS1411,02-May-14,96
CS5345,23-Jan-12,82
CS3806,25-Jun-13,98
CS6106,18-Aug-14,100
CS3756,18-Jan-15,40
CS3483,26-Sep-14,57
CS1128,16-Dec-11,96
CS1876,08-Jul-12,47
CS5402,03-Sep-13,62
CS5007,04-Nov-11,77
CS4625,21-Sep-12,51
CS3221,24-May-14,87
CS5923,25-Jan-12,85
CS3897,10-Aug-14,89
CS3310,19-Sep-14,43
CS1303,06-Nov-11,52
CS4329,08-Nov-12,75
CS1397,13-Dec-13,63
CS3079,18-May-11,36
CS5989,07-Aug-12,69
CS3953,15-May-12,61
CS3953,23-Dec-13,104
CS1447,07-Jan-12,60
CS3783,17-Nov-11,56
CS5442,24-Aug-12,52
CS3027,28-Apr-12,104
CS5210,20-Jul-14,100
CS2022,07-Apr-13,72
CS5491,02-Jan-14,102
CS2203,04-Jan-14,46
CS5034,10-Feb-13,44
CS4334,30-Aug-12,96
CS5707,18-Mar-13,77
CS5492,23-Oct-13,78
CS3129,16-Sep-11,102
CS3439,04-Dec-13,36
CS5650,25-May-13,54
CS5262,21-Aug-13,78
CS2263,17-Aug-12,46
CS2251,03-Mar-15,92
CS1649,16-Jul-11,84
CS4187,03-Oct-13,45
CS2042,21-Jul-13,37
CS2066,09-Feb-13,75
CS1750,14-Nov-11,75
CS1619,16-Jul-11,73
CS5851,14-Sep-14,77
CS1528,13-Mar-13,35
CS1148,13-Sep-13,88
CS5407,28-Jan-12,99
CS5082,13-Jun-11,65
CS4228,28-Aug-14,36
CS3099,20-Oct-13,47
CS2459,27-Jul-11,36
CS3679,07-Jun-13,91
CS1239,28-Dec-13,76
CS2988,16-Feb-15,75
CS3544,10-Oct-14,81
CS2557,29-Apr-13,79
CS5868,18-Feb-13,105
CS4009,06-Feb-15,53
CS3267,02-Jan-15,105
CS4597,14-Mar-15,64
